symbol,date,open_price,high_price,low_price,close_price,volume
QQQ,2025-07-28,567.74,569.04,566.87,568.14,31498739
QQQ,2025-07-29,570.76,572.11,566.53,567.26,45463317
QQQ,2025-07-30,568.18,570.62,565.05,568.02,43433800
QQQ,2025-07-31,574.54,574.63,563.87,565.01,64613600
QQQ,2025-08-01,558.83,559.02,551.68,553.88,69400800
QQQ,2025-08-04,559.05,564.32,558.95,564.1,47669800
QQQ,2025-08-05,565.39,566.56,559.73,560.27,48666640
QQQ,2025-08-06,561.11,567.76,560.63,567.32,41823700
QQQ,2025-08-07,571.67,573.32,565.11,569.24,44463000
QQQ,2025-08-08,570.45,574.77,570.15,574.55,35255500
QQQ,2025-08-11,574.69,576.8,571.57,572.85,33112917
QQQ,2025-08-12,575.16,580.35,572.49,580.05,42271441
QQQ,2025-08-13,582.76,583.32,578.94,580.34,41209300
QQQ,2025-08-14,578.28,581.88,577.91,579.89,45425043
QQQ,2025-08-15,579.8,579.84,575.57,577.34,49480200
QQQ,2025-08-18,576.44,577.77,575.24,577.11,29831000
QQQ,2025-08-19,576.39,576.56,568.25,569.28,53752635
QQQ,2025-08-20,568.33,568.45,558.84,565.9,76781100
QQQ,2025-08-21,564.35,566.49,560.98,563.28,46436900
QQQ,2025-08-22,564.67,573.99,563.27,571.97,51502129
QQQ,2025-08-25,570.4,573.29,569.16,570.32,34044749
QQQ,2025-08-26,569.83,572.92,568.8,572.61,34103014
QQQ,2025-08-27,571.59,574.41,570.37,573.49,36927144
QQQ,2025-08-28,574.11,578.0,572.46,577.08,46787900
QQQ,2025-08-29,574.66,575.03,568.54,570.4,56030409
QQQ,2025-09-02,561.31,565.97,559.54,565.62,65876800
QQQ,2025-09-03,569.23,571.7,566.73,570.07,54230213
QQQ,2025-09-04,570.74,575.6,569.03,575.23,47526300
QQQ,2025-09-05,580.49,581.12,571.53,576.06,68342532
QQQ,2025-09-08,578.37,580.84,577.77,578.87,46371400
QQQ,2025-09-09,579.67,580.94,577.04,580.51,44007600
QQQ,2025-09-10,583.74,583.77,578.55,580.7,49308000
QQQ,2025-09-11,583.24,584.88,581.62,584.08,44745800
QQQ,2025-09-12,585.04,587.86,584.1,586.66,50745900
QQQ,2025-09-15,588.44,591.79,588.29,591.68,44360315
QQQ,2025-09-16,592.61,592.86,590.49,591.18,36942130
QQQ,2025-09-17,591.1,591.75,584.37,590.0,69384820
QQQ,2025-09-18,594.91,598.14,592.96,595.32,61069300
QQQ,2025-09-19,597.33,600.05,595.85,599.35,58196109
QQQ,2025-09-22,597.74,602.87,597.72,602.2,57154800
QQQ,2025-09-23,602.37,602.57,596.98,598.2,64635500
QQQ,2025-09-24,599.58,599.9,593.36,596.1,49850301
QQQ,2025-09-25,592.2,595.12,588.5,593.53,70920209
QQQ,2025-09-26,594.35,596.3,591.06,595.97,54337416
QQQ,2025-09-29,599.11,602.05,597.41,598.73,48332934
QQQ,2025-09-30,598.43,600.71,596.1,600.37,46533814
QQQ,2025-10-01,597.17,603.79,596.34,603.25,46899612
QQQ,2025-10-02,607.06,607.16,602.93,605.73,43765410
QQQ,2025-10-03,606.51,607.33,601.39,603.18,46482100
QQQ,2025-10-06,608.45,609.36,605.97,607.71,41962115
QQQ,2025-10-07,609.02,609.71,603.03,604.51,58209500
QQQ,2025-10-08,605.41,611.75,605.26,611.44,50629800
QQQ,2025-10-09,611.48,611.61,607.48,610.7,45551000
QQQ,2025-10-10,611.4,613.18,589.05,589.5,97614800
QQQ,2025-10-13,599.68,602.95,597.23,602.01,65872600
QQQ,2025-10-14,595.31,602.69,590.13,598.0,69203200
QQQ,2025-10-15,604.01,606.7,595.93,602.22,62805500
QQQ,2025-10-16,605.11,608.31,595.5,599.99,70982000
QQQ,2025-10-17,597.95,605.51,596.37,603.93,72024900
QQQ,2025-10-20,607.14,612.8,607.07,611.54,45761700
QQQ,2025-10-21,611.64,612.72,609.32,611.38,44538200
QQQ,2025-10-22,610.82,611.41,599.74,605.49,61478802
QQQ,2025-10-23,604.91,611.37,604.52,610.58,42844300
QQQ,2025-10-24,615.99,618.42,615.13,617.1,47632500
QQQ,2025-10-27,624.52,628.55,624.03,628.09,54098611
QQQ,2025-10-28,630.36,634.68,629.25,632.92,61195733
QQQ,2025-10-29,635.59,637.01,630.25,635.77,67422806
QQQ,2025-10-30,632.17,633.5,625.94,626.05,61628621
QQQ,2025-10-31,634.17,634.2,626.69,629.07,66305147
QQQ,2025-11-03,635.11,635.82,629.85,632.08,37154307
QQQ,2025-11-04,623.28,626.95,618.46,619.25,63830800
QQQ,2025-11-05,618.49,626.6,617.21,623.28,48688500
QQQ,2025-11-06,621.79,622.04,610.3,611.67,72115128
QQQ,2025-11-07,608.31,609.95,598.67,609.74,81835400
QQQ,2025-11-10,618.92,624.31,616.89,623.23,55919931
QQQ,2025-11-11,620.57,622.72,617.52,621.57,44868841
QQQ,2025-11-12,624.84,624.86,617.81,621.08,47444400
QQQ,2025-11-13,617.54,618.12,606.08,608.4,71333634
QQQ,2025-11-14,599.55,613.35,597.17,608.86,80087300
QQQ,2025-11-17,606.3,612.48,599.87,603.66,63850400
QQQ,2025-11-18,599.62,602.31,591.34,596.31,83327300
QQQ,2025-11-19,597.07,606.16,594.59,599.87,73111500
QQQ,2025-11-20,611.62,614.03,584.75,585.67,117743200
QQQ,2025-11-21,587.47,596.98,580.74,590.07,103344200
QQQ,2025-11-24,595.28,606.68,595.16,605.16,60168149
QQQ,2025-11-25,603.51,610.26,597.32,608.89,57560900
QQQ,2025-11-26,612.51,616.19,610.39,614.27,42393600
QQQ,2025-11-28,616.11,619.32,615.42,619.25,23034400
QQQ,2025-12-01,613.63,619.44,612.52,617.17,40957600
QQQ,2025-12-02,619.46,623.75,617.59,622.0,54541834
QQQ,2025-12-03,619.62,624.22,618.03,623.52,47841627
QQQ,2025-12-04,624.93,624.94,619.54,622.94,47067800
QQQ,2025-12-05,624.38,628.92,623.71,625.48,53614200
QQQ,2025-12-08,627.21,628.84,621.69,624.28,43462406
QQQ,2025-12-09,623.01,625.87,621.0,625.05,37156000
QQQ,2025-12-10,623.85,629.21,620.99,627.61,55031400
QQQ,2025-12-11,623.82,625.78,617.72,625.58,58272844
QQQ,2025-12-12,622.08,623.54,611.36,613.62,75158726
QQQ,2025-12-15,618.37,618.42,609.32,610.54,49538200
QQQ,2025-12-16,608.26,613.51,606.91,611.75,55152819
QQQ,2025-12-17,613.06,613.65,600.28,600.41,70654327
QQQ,2025-12-18,609.8,612.93,606.92,609.11,78875824
QQQ,2025-12-19,611.95,617.62,611.87,617.05,60369829
QQQ,2025-12-22,621.35,621.65,617.77,619.21,43703101
QQQ,2025-12-23,618.2,622.41,617.78,622.11,41120445
QQQ,2025-12-24,621.99,624.28,621.72,623.93,18468707
QQQ,2025-12-26,624.66,625.52,623.14,623.89,28959800
QQQ,2025-12-29,620.1,622.78,618.73,620.87,32458308
QQQ,2025-12-30,619.84,622.18,619.22,619.43,31226800
QQQ,2025-12-31,619.65,619.96,614.05,614.31,40746527
QQQ,2026-01-02,620.06,622.85,610.15,613.12,61859200
QQQ,2026-01-05,619.32,620.81,616.72,617.99,46828400
QQQ,2026-01-06,619.23,624.02,618.54,623.42,43137520
QQQ,2026-01-07,623.04,627.94,622.56,624.02,44880339
QQQ,2026-01-08,623.03,623.42,617.8,620.47,50435941
QQQ,2026-01-09,621.41,627.89,619.06,626.65,49688734
QQQ,2026-01-12,622.31,628.85,622.26,627.17,37388700
QQQ,2026-01-13,627.27,629.47,623.7,626.24,44481400
QQQ,2026-01-14,622.24,623.45,614.56,619.55,72598700
QQQ,2026-01-15,626.6,630.0,620.75,621.78,53934900
QQQ,2026-01-16,625.5,626.08,618.88,621.26,61058100
QQQ,2026-01-20,610.53,615.05,607.05,608.06,81988900
QQQ,2026-01-21,609.47,620.42,607.86,616.28,79837900
QQQ,2026-01-22,622.35,622.46,617.78,620.76,42254800
QQQ,2026-01-23,619.73,625.4,618.65,622.72,43645825
SPY,2025-01-28,600.62,605.37,597.25,604.52,44433300
SPY,2025-01-29,603.72,604.13,599.22,601.81,37177400
SPY,2025-01-30,603.96,606.6,600.72,605.04,39281300
SPY,2025-01-31,607.5,609.96,601.05,601.82,66566900
SPY,2025-02-03,592.67,600.29,590.49,597.77,65857200
SPY,2025-02-04,597.83,602.3,597.28,601.78,33457800
SPY,2025-02-05,600.64,604.37,598.58,604.22,30653100
SPY,2025-02-06,605.99,606.45,602.63,606.32,35771500
SPY,2025-02-07,606.89,608.13,600.05,600.77,50788500
SPY,2025-02-10,604.03,605.5,602.74,604.85,26048700
SPY,2025-02-11,602.55,605.86,602.43,605.31,30056700
SPY,2025-02-12,599.2,604.55,598.51,603.36,45076100
SPY,2025-02-13,604.48,609.94,603.2,609.73,40921300
SPY,2025-02-14,609.94,610.99,609.07,609.7,26910400
SPY,2025-02-18,610.88,611.49,608.38,611.49,26749000
SPY,2025-02-19,610.08,613.23,609.56,612.93,31011100
SPY,2025-02-20,611.54,611.68,607.02,610.38,36554000
SPY,2025-02-21,610.16,610.3,599.47,599.94,76519800
SPY,2025-02-24,602.02,603.03,596.49,597.21,50737200
SPY,2025-02-25,597.15,597.89,589.56,594.24,58266500
SPY,2025-02-26,595.93,599.58,591.86,594.54,43321600
SPY,2025-02-27,596.85,598.02,584.65,585.05,74196700
SPY,2025-02-28,585.56,594.72,582.44,594.18,88744100
SPY,2025-03-03,596.18,597.34,579.9,583.77,74249200
SPY,2025-03-04,579.71,585.39,572.25,576.86,109648200
SPY,2025-03-05,576.69,584.88,573.08,583.06,71230500
SPY,2025-03-06,575.48,580.17,570.12,572.71,80094900
SPY,2025-03-07,570.9,577.39,565.63,575.92,81158800
SPY,2025-03-10,567.59,569.54,555.59,560.58,99326600
SPY,2025-03-11,559.4,564.02,552.02,555.92,88102100
SPY,2025-03-12,562.17,563.11,553.69,558.87,69588200
SPY,2025-03-13,558.49,559.11,549.68,551.42,74079400
SPY,2025-03-14,556.11,563.83,551.49,562.81,62660300
SPY,2025-03-17,562.79,569.71,562.35,567.15,49008700
SPY,2025-03-18,564.8,565.02,559.06,561.02,66041400
SPY,2025-03-19,562.83,570.95,561.63,567.13,66556000
SPY,2025-03-20,563.33,570.57,562.6,565.49,62958200
SPY,2025-03-21,559.28,564.89,558.03,563.98,83763000
SPY,2025-03-24,570.8,575.15,570.2,574.08,58766800
SPY,2025-03-25,575.3,576.41,573.69,575.46,38355700
SPY,2025-03-26,575.19,576.33,567.19,568.59,51848300
SPY,2025-03-27,567.18,570.9,564.94,567.08,42164200
SPY,2025-03-28,565.53,566.27,555.07,555.66,71662700
SPY,2025-03-31,549.83,560.71,546.87,559.39,95328200
SPY,2025-04-01,557.45,562.94,553.68,560.97,54609600
SPY,2025-04-02,555.05,567.42,554.81,564.52,76014500
SPY,2025-04-03,545.11,547.97,536.7,536.7,125986000
SPY,2025-04-04,523.67,525.87,505.06,505.28,217965100
SPY,2025-04-07,489.19,523.17,481.8,504.38,256611400
SPY,2025-04-08,521.86,524.98,489.16,496.48,165816600
SPY,2025-04-09,493.44,548.62,493.05,548.62,241867300
SPY,2025-04-10,532.17,533.5,509.32,524.58,162331200
SPY,2025-04-11,523.01,536.43,520.07,533.94,97866300
SPY,2025-04-14,544.05,544.28,533.86,539.12,68034000
SPY,2025-04-15,539.67,543.23,536.81,537.61,56892900
SPY,2025-04-16,531.68,537.89,520.29,525.66,83484800
SPY,2025-04-17,527.64,531.17,523.91,526.41,79868100
SPY,2025-04-21,521.16,521.7,508.46,513.88,69368100
SPY,2025-04-22,520.14,529.3,519.19,527.25,75948100
SPY,2025-04-23,540.43,545.43,533.88,535.42,90590700
SPY,2025-04-24,536.72,547.43,535.45,546.69,64150400
SPY,2025-04-25,546.65,551.05,543.69,550.64,61119600
SPY,2025-04-28,551.39,553.55,545.02,550.85,47613800
SPY,2025-04-29,548.91,555.45,548.55,554.32,47775100
SPY,2025-04-30,547.57,556.52,541.52,554.54,93101500
SPY,2025-05-01,560.37,564.07,557.86,558.47,63186100
SPY,2025-05-02,564.73,568.38,562.38,566.76,60717300
SPY,2025-05-05,562.57,566.65,561.7,563.51,38659200
SPY,2025-05-06,557.93,563.35,556.96,558.8,48264700
SPY,2025-05-07,560.15,563.82,556.04,561.15,55588000
SPY,2025-05-08,565.24,570.31,561.7,565.06,65130800
SPY,2025-05-09,566.48,567.5,562.76,564.34,37603400
SPY,2025-05-12,581.47,583.0,577.04,582.99,78993600
SPY,2025-05-13,583.41,589.08,582.84,586.84,67947200
SPY,2025-05-14,587.81,588.98,585.54,587.59,66283500
SPY,2025-05-15,585.56,590.97,585.1,590.46,71268100
SPY,2025-05-16,591.25,594.5,589.28,594.2,76052100
SPY,2025-05-19,588.1,595.54,588.1,594.85,68168500
SPY,2025-05-20,593.09,594.05,589.6,592.85,60614500
SPY,2025-05-21,588.44,592.58,581.82,582.86,95197700
SPY,2025-05-22,582.66,586.62,581.41,583.09,70860400
SPY,2025-05-23,575.98,581.81,575.6,579.11,76029000
SPY,2025-05-27,586.07,591.31,578.43,591.15,72588500
SPY,2025-05-28,591.56,592.77,586.99,587.73,68445500
SPY,2025-05-29,593.06,593.2,586.07,590.05,69973300
SPY,2025-05-30,588.93,591.13,583.24,589.39,90601200
SPY,2025-06-02,587.76,592.79,585.06,592.71,61630500
SPY,2025-06-03,592.34,597.08,591.85,596.09,63606200
SPY,2025-06-04,596.96,597.95,595.49,595.93,57314200
SPY,2025-06-05,597.63,599.0,591.05,593.05,92278700
SPY,2025-06-06,598.66,600.83,596.86,599.14,66588700
SPY,2025-06-09,599.72,601.25,598.49,599.68,53016400
SPY,2025-06-10,600.22,603.47,599.09,603.08,66247000
SPY,2025-06-11,604.19,605.06,599.27,601.36,73658200
SPY,2025-06-12,600.01,603.75,599.52,603.75,64129000
SPY,2025-06-13,598.5,601.85,595.48,597.0,89506000
SPY,2025-06-16,600.4,604.45,600.22,602.68,79984100
SPY,2025-06-17,600.21,601.75,596.76,597.53,82209400
SPY,2025-06-18,598.44,601.22,596.47,597.44,76605000
SPY,2025-06-20,598.38,599.46,592.86,594.28,94051400
SPY,2025-06-23,595.04,600.54,591.89,600.15,87426000
SPY,2025-06-24,604.33,607.85,603.41,606.78,67735300
SPY,2025-06-25,607.91,608.61,605.54,607.12,62114800
SPY,2025-06-26,608.99,612.31,608.37,611.87,78548400
SPY,2025-06-27,612.88,616.39,610.83,614.91,86258400
SPY,2025-06-30,617.38,619.22,615.04,617.85,92502500
SPY,2025-07-01,616.36,618.83,615.52,617.65,70030100
SPY,2025-07-02,617.24,620.49,616.61,620.45,66510400
SPY,2025-07-03,622.45,626.28,622.43,625.34,51065800
SPY,2025-07-07,623.36,624.03,617.87,620.68,74814500
SPY,2025-07-08,621.35,622.11,619.52,620.34,59024600
SPY,2025-07-09,622.77,624.72,620.91,624.06,66113300
SPY,2025-07-10,624.2,626.87,623.01,625.82,57529000
SPY,2025-07-11,622.74,624.86,621.53,623.62,63670200
SPY,2025-07-14,623.16,625.16,621.8,624.81,51898500
SPY,2025-07-15,627.52,627.86,622.06,622.14,74317300
SPY,2025-07-16,623.74,624.73,618.05,624.22,88987500
SPY,2025-07-17,624.4,628.4,624.18,628.04,68885700
SPY,2025-07-18,629.3,629.47,626.46,627.58,65621600
SPY,2025-07-21,628.77,631.54,628.34,628.77,63375000
SPY,2025-07-22,629.1,629.73,626.19,628.86,60046300
SPY,2025-07-23,631.55,634.21,629.73,634.21,70511000
SPY,2025-07-24,634.6,636.15,633.99,634.42,71307100
SPY,2025-07-25,635.09,637.58,634.84,637.1,56865400
SPY,2025-07-28,637.48,638.04,635.54,636.94,54917100
SPY,2025-07-29,638.35,638.67,634.34,635.26,60556300
SPY,2025-07-30,635.92,637.68,631.54,634.46,80418900
SPY,2025-07-31,639.46,639.85,630.77,632.08,103385200
SPY,2025-08-01,626.3,626.34,619.29,621.72,140103600
SPY,2025-08-04,625.67,631.22,625.58,631.17,73218000
SPY,2025-08-05,631.79,632.61,627.04,627.97,68051400
SPY,2025-08-06,629.05,633.44,628.13,632.78,64357500
SPY,2025-08-07,636.24,636.98,629.11,632.25,74205800
SPY,2025-08-08,634.06,637.65,633.74,637.18,64051600
SPY,2025-08-11,637.46,638.95,634.66,635.92,58742300
SPY,2025-08-12,638.29,642.85,636.79,642.69,64730800
SPY,2025-08-13,644.91,646.19,642.68,644.89,60092800
SPY,2025-08-14,642.79,645.62,642.34,644.95,59327500
SPY,2025-08-15,645.99,646.09,642.52,643.44,68592500
SPY,2025-08-18,642.86,644.0,642.18,643.3,43804900
SPY,2025-08-19,643.12,644.11,638.48,639.81,69750700
SPY,2025-08-20,639.4,639.66,632.95,638.11,88890300
SPY,2025-08-21,636.28,637.97,633.81,635.55,54805800
SPY,2025-08-22,637.76,646.5,637.25,645.31,84083200
SPY,2025-08-25,644.04,645.29,642.35,642.47,51274332
SPY,2025-08-26,642.2,645.51,641.57,645.16,51581600
SPY,2025-08-27,644.57,647.37,644.42,646.63,48341100
SPY,2025-08-28,647.24,649.48,645.34,648.92,61519500
SPY,2025-08-29,647.47,647.84,643.14,645.05,74522200
SPY,2025-09-02,637.5,640.49,634.92,640.27,81983545
SPY,2025-09-03,642.67,644.21,640.46,643.74,70820900
SPY,2025-09-04,644.42,649.15,643.51,649.12,65219228
SPY,2025-09-05,651.48,652.21,643.33,647.24,85178935
SPY,2025-09-08,648.62,649.84,647.23,648.83,63133104
SPY,2025-09-09,648.97,650.86,647.22,650.33,66133900
SPY,2025-09-10,653.62,654.55,650.63,652.21,78034529
SPY,2025-09-11,654.18,658.33,653.59,657.63,69934400
SPY,2025-09-12,657.6,659.11,656.9,657.41,72780135
SPY,2025-09-15,659.64,661.04,659.34,660.91,63772412
SPY,2025-09-16,661.47,661.78,659.21,660.0,61169000
SPY,2025-09-17,660.01,661.72,654.3,659.18,101952244
SPY,2025-09-18,661.89,664.89,660.27,662.26,90459242
SPY,2025-09-19,662.33,664.55,660.37,663.7,97945620
SPY,2025-09-22,662.2,667.29,662.17,666.84,69452201
SPY,2025-09-23,666.72,667.34,661.98,663.21,81708900
SPY,2025-09-24,664.51,664.61,659.67,661.1,68082229
SPY,2025-09-25,657.94,659.41,654.41,658.05,89622100
SPY,2025-09-26,659.51,662.37,657.88,661.82,69179209
SPY,2025-09-29,664.36,665.28,661.86,663.68,73499015
SPY,2025-09-30,662.93,666.65,661.61,666.18,94151106
SPY,2025-10-01,663.17,669.37,663.06,668.45,72545400
SPY,2025-10-02,670.45,670.57,666.78,669.22,56896000
SPY,2025-10-03,669.99,672.68,668.16,669.21,70494400
SPY,2025-10-06,671.62,672.51,669.46,671.61,54623300
SPY,2025-10-07,672.54,672.99,667.67,669.12,72020100
SPY,2025-10-08,670.25,673.21,669.42,673.11,60702241
SPY,2025-10-09,673.53,673.94,669.21,671.16,66501941
SPY,2025-10-10,672.13,673.95,652.84,653.02,159422600
SPY,2025-10-13,660.65,665.13,659.77,663.04,79560517
SPY,2025-10-14,657.17,665.83,653.17,662.23,88779600
SPY,2025-10-15,666.82,670.23,658.93,665.17,81702600
SPY,2025-10-16,666.82,668.71,657.11,660.64,110563346
SPY,2025-10-17,659.5,665.76,658.14,664.39,96500900
SPY,2025-10-20,667.32,672.21,667.27,671.3,60493400
SPY,2025-10-21,671.44,672.99,669.98,671.29,56249034
SPY,2025-10-22,672.0,672.0,663.3,667.8,80564006
SPY,2025-10-23,668.12,672.71,667.8,671.76,65604500
SPY,2025-10-24,676.46,678.47,675.65,677.25,74356527
SPY,2025-10-27,682.73,685.54,682.12,685.24,63339800
SPY,2025-10-28,687.05,688.91,684.83,687.06,61738100
SPY,2025-10-29,688.72,689.7,682.87,687.39,85657100
SPY,2025-10-30,683.9,685.94,679.83,679.83,76335800
SPY,2025-10-31,685.04,685.08,679.24,682.06,87164122
SPY,2025-11-03,685.67,685.8,679.94,683.34,57315025
SPY,2025-11-04,676.11,679.96,674.58,675.24,78427000
SPY,2025-11-05,674.98,680.86,674.17,677.58,74402400
SPY,2025-11-06,676.47,677.38,668.72,670.31,85035300
SPY,2025-11-07,667.91,671.08,661.21,670.97,100592443
SPY,2025-11-10,677.24,682.18,675.03,681.44,75842900
SPY,2025-11-11,679.95,683.57,678.73,683.0,58953400
SPY,2025-11-12,684.79,684.96,680.95,683.38,62312500
SPY,2025-11-13,680.5,680.86,670.52,672.04,103457800
SPY,2025-11-14,665.38,675.66,663.27,671.93,96846700
SPY,2025-11-17,669.7,673.71,662.17,665.67,90456105
SPY,2025-11-18,662.1,665.12,655.86,660.08,114467500
SPY,2025-11-19,660.78,667.34,658.75,662.63,94703000
SPY,2025-11-20,672.91,675.56,651.89,652.53,165293521
SPY,2025-11-21,655.05,664.55,650.85,659.03,123956203
SPY,2025-11-24,662.69,670.06,661.59,668.73,80437940
SPY,2025-11-25,668.63,676.21,664.48,675.02,81077100
SPY,2025-11-26,677.63,681.7,676.72,679.68,71879600
SPY,2025-11-28,680.86,683.67,680.5,683.39,49212030
SPY,2025-12-01,678.81,682.99,678.74,680.27,61201200
SPY,2025-12-02,681.92,683.82,679.33,681.53,62953844
SPY,2025-12-03,680.57,684.91,679.69,683.89,57238500
SPY,2025-12-04,685.3,685.37,681.34,684.39,61970336
SPY,2025-12-05,685.47,688.39,684.58,685.69,79241045
SPY,2025-12-08,686.59,686.64,681.57,683.63,55231500
SPY,2025-12-09,683.15,685.39,682.59,683.04,58310100
SPY,2025-12-10,682.56,688.97,681.31,687.57,85671334
SPY,2025-12-11,685.14,689.25,682.17,689.17,86173700
SPY,2025-12-12,688.17,688.88,679.17,681.76,113160347
SPY,2025-12-15,685.74,685.76,679.25,680.73,90811000
SPY,2025-12-16,679.23,681.08,674.98,678.87,122030631
SPY,2025-12-17,679.89,680.44,671.2,671.4,110625200
SPY,2025-12-18,677.6,680.74,674.9,676.47,108650128
SPY,2025-12-19,676.59,681.09,676.47,680.59,103599543
SPY,2025-12-22,683.94,685.36,680.59,684.83,69556733
SPY,2025-12-23,683.92,688.2,683.87,687.96,64840000
SPY,2025-12-24,687.95,690.83,687.8,690.38,39445600
SPY,2025-12-26,690.64,691.66,689.27,690.31,41613347
SPY,2025-12-29,687.54,689.2,686.07,687.85,62559503
SPY,2025-12-30,687.45,688.56,686.58,687.01,47160700
SPY,2025-12-31,687.14,687.36,681.71,681.92,74144801
SPY,2026-01-02,685.71,686.87,679.82,683.17,89377203
SPY,2026-01-05,686.54,689.43,686.38,687.72,71927200
SPY,2026-01-06,687.93,692.32,687.78,691.81,69273827
SPY,2026-01-07,692.19,693.96,689.32,689.58,75588337
SPY,2026-01-08,688.82,690.62,687.49,689.51,64019200
SPY,2026-01-09,690.63,695.31,689.18,694.07,80125500
SPY,2026-01-12,690.68,696.09,690.63,695.16,63976002
SPY,2026-01-13,695.49,696.09,691.35,693.77,78309726
SPY,2026-01-14,691.0,691.72,686.04,690.36,94676700
SPY,2026-01-15,694.57,695.45,691.25,692.24,77862000
SPY,2026-01-16,693.66,694.25,690.1,691.66,79289200
SPY,2026-01-20,681.49,684.77,676.57,677.58,111623300
SPY,2026-01-21,679.65,688.74,678.13,685.4,127844500
SPY,2026-01-22,689.85,691.13,686.92,688.98,77112243
SPY,2026-01-23,688.15,690.96,687.16,689.23,63059578
